trackid,name_track,artist_c,year,month,day,spotify_CHA,stream_int,data_lancamento,name_artist_,qtd_music_solo,quartile_stream,total_playlist,categoria,track_id,bpm,key,mode,danceability__,valence__,energy__,acousticness__,instrumentalness__,liveness__,speechiness__
1519987,Enemy with JID  from the series Arcane League of Legends,4,2021,9,3,7,1223481149,03/09/2021,Imagine Dragons League of Legends JID Arcane,1,4,6882,alto,1519987,77,B,Minor,72,59,76,24,0,42,28
4551026,this is what falling in love feels like,1,2021,9,3,0,346127840,03/09/2021,JVKE,2,3,2064,baixo,4551026,129,B,Major,42,33,44,62,0,8,6
1519987,Enemy with JID  from the series Arcane League of Legends,4,2021,9,3,7,1223481149,03/09/2021,Imagine Dragons League of Legends JID Arcane,1,4,6882,alto,1519987,77,B,Minor,72,59,76,24,0,42,28
6599493,Fair Trade with Travis Scott,2,2021,9,3,6,593917618,03/09/2021,Drake Travis Scott,1,3,5617,baixo,6599493,168,C#,Major,67,29,47,5,0,22,26
6352056,Nostl,3,2021,9,8,2,436695353,08/09/2021,Chris Brown Rvssian Rauw Alejandro,1,3,2925,baixo,6352056,98,A,Minor,73,60,85,17,0,24,5
1774478,Shivers,1,2021,9,9,30,1302184087,09/09/2021,Ed Sheeran,9,4,10924,alto,1774478,141,D,Major,79,82,86,28,0,4,9
7429862,Angel Baby,1,2021,9,9,9,408843328,09/09/2021,Troye Sivan,2,3,2043,baixo,7429862,145,B,Major,56,41,57,1,0,13,3
3154799,Mony so,1,2021,9,10,0,263779030,10/09/2021,YEAT,2,2,1487,baixo,3154799,138,D,Major,69,35,57,12,0,10,9
1266830,Toxic,1,2021,9,10,0,582981380,10/09/2021,BoyWithUke,1,3,1947,baixo,1266830,180,G#,Minor,59,69,61,84,0,46,36
2320654,MONEY,1,2021,9,10,13,863625566,10/09/2021,Lisa,1,4,2741,alto,2320654,140,C#,Minor,83,40,55,16,0,14,23
6575753,Sad Girlz Luv Money Remix feat Kali Uchis,3,2021,9,16,0,354065229,16/09/2021,Kali Uchis Amaarae Moliy,1,3,3782,baixo,6575753,110,C#,Minor,86,31,53,43,0,11,6
2636311,THATS WHAT I WANT,1,2021,9,17,0,920797189,17/09/2021,Lil Nas X,3,4,8434,alto,2636311,88,C#,Minor,74,55,85,1,0,5,22
5750956,drivers license,1,2021,1,8,3,1858144199,08/01/2021,Olivia Rodrigo,7,4,13355,alto,5750956,144,A#,Major,59,21,43,76,0,10,7
4727736,Better Days NEIKED x Mae Muller x Polo G,3,2021,9,24,0,421040617,24/09/2021,NEIKED Mae Muller Polo G,1,3,4269,baixo,4727736,110,,Minor,72,67,68,0,0,14,4
4162862,My Universe,2,2021,9,24,13,1061966512,24/09/2021,Coldplay BTS,1,4,6127,alto,4162862,105,A,Major,58,42,68,1,0,14,4
7271843,Friday feat Mufasa  Hypeman  Dopamine ReEdit,4,2021,1,15,0,863756573,15/01/2021,Riton Nightcrawlers Mufasa  Hypeman Dopamine,1,4,12962,alto,7271843,123,D,Major,82,80,86,1,0,30,13
8744804,The Feels,1,2021,10,1,0,345903614,01/10/2021,TWICE,2,3,1214,baixo,8744804,120,A,Major,81,92,90,9,0,8,7
8990379,Lo Siento BB with Bad Bunny  Julieta Venegas,3,2021,10,5,26,775542072,05/10/2021,Julieta Venegas Bad Bunny Tainy,1,4,3537,alto,8990379,170,E,Minor,64,14,70,9,0,9,8
5498548,Qu M,2,2021,1,28,0,720825549,28/01/2021,J Balvin Maria Becerra,1,4,8310,alto,5498548,102,G#,Major,89,77,82,3,0,17,11
1633830,EsqueaMe Se For C,2,2021,10,14,0,258316038,14/10/2021,Marlia Mendona Maiara ,1,2,697,baixo,1633830,122,F#,Minor,80,62,69,28,0,13,7
7732446,Easy On Me,1,2021,10,14,20,1406111294,14/10/2021,Adele,4,4,11110,alto,7732446,142,F,Major,60,13,37,58,0,13,3
5334385,Salimo de Noche,2,2021,10,21,0,261414174,21/10/2021,Trueno Tiago pzk,1,2,1095,baixo,5334385,84,D,Major,67,78,63,29,0,12,5
7368008,Moth To A Flame with The Weeknd,2,2021,10,22,17,611994237,22/10/2021,The Weeknd Swedish House Mafia,1,3,7893,baixo,7368008,120,,Minor,56,16,67,0,0,11,4
4169887,Vai L Em Casa,2,2021,10,22,0,263894529,22/10/2021,Marlia Mendona George Henrique ,1,2,868,baixo,4169887,158,G#,Minor,46,62,83,53,0,97,28
6427223,Problem,2,2021,10,22,0,209768491,22/10/2021,Alvaro Diaz Rauw Alejandro,1,2,1574,baixo,6427223,92,D,Minor,73,37,74,28,0,14,6
4421880,Tacones Rojos,1,2021,10,22,9,510876816,22/10/2021,Sebastian Yatra,2,3,3209,baixo,4421880,123,B,Minor,75,93,86,8,0,14,3
6759871,Medallo,3,2021,10,27,2,393230256,27/10/2021,Justin Quiles Lenny Tavrez BL,1,3,2891,baixo,6759871,90,E,Minor,79,79,70,57,0,66,8
1367281,Enemy  from the series Arcane League of Legends,3,2021,10,27,0,1223481149,27/10/2021,Imagine Dragons League of Legends Arcane,1,4,840,alto,1367281,77,G,Major,73,54,74,23,0,41,23
1367281,Enemy  from the series Arcane League of Legends,3,2021,10,27,0,1223481149,27/10/2021,Imagine Dragons League of Legends Arcane,1,4,840,alto,1367281,77,G,Major,73,54,74,23,0,41,23
2106751,Super Gremlin,1,2021,10,30,0,342779426,30/10/2021,Kodak Black,1,3,2638,baixo,2106751,73,D,Major,83,11,41,0,0,36,14
1001428,The Motto,2,2021,11,4,6,656013912,04/11/2021,Tisto Ava,1,3,9659,baixo,1001428,118,G,Minor,75,46,76,3,0,9,4
7068825,One Right Now with The Weeknd,2,2021,11,5,0,539595276,05/11/2021,The Weeknd Post Malone,1,3,4914,baixo,7068825,97,C#,Major,68,72,78,4,0,7,5
8333879,TO THE MOON,1,2021,11,5,0,245095641,05/11/2021,Jnr Choi,1,2,3182,baixo,8333879,144,D,Major,74,39,65,5,1,11,35
4439384,Smokin Out The Window,3,2021,11,5,0,383550148,05/11/2021,Bruno Mars Anderson Paak Silk Sonic,2,3,5102,baixo,4439384,82,D,Major,63,85,62,6,0,35,4
2582262,Bar,2,2021,11,11,4,200972675,11/11/2021,Tini LGante,1,2,777,baixo,2582262,94,C#,Major,52,68,69,13,0,33,8
5145584,Envolver,1,2021,11,11,2,546191065,11/11/2021,Anitta,1,3,4976,baixo,5145584,92,E,Minor,81,40,73,15,0,9,8
3329363,LA FAMA with The Weeknd,2,2021,11,11,3,374706940,11/11/2021,The Weeknd ROSAL,1,3,5228,baixo,3329363,136,,Minor,77,82,30,95,0,13,5
6719600,All Too Well 10 Minute Version Taylors Version From The Vault,1,2021,11,12,5,583687007,12/11/2021,Taylor Swift,34,3,4715,baixo,6719600,93,,Major,63,21,52,28,0,9,3
3519068,Lovezinho,1,2022,7,28,0,70069745,28/07/2022,Treyce,1,1,267,baixo,3519068,128,E,Minor,82,61,59,30,0,12,4
5757514,DESPECH,1,2022,7,28,33,782369383,28/07/2022,ROSAL,2,4,8215,alto,5757514,130,G,Major,92,78,62,18,0,6,10
1936158,CUFF IT,1,2022,7,29,10,595900742,29/07/2022,Beyonc,3,3,8387,baixo,1936158,115,G,Major,78,64,69,4,0,7,14
5337859,ALIEN SUPERSTAR,1,2022,7,29,0,171788484,29/07/2022,Beyonc,3,2,2763,baixo,5337859,122,A#,Minor,55,46,64,0,0,17,10
5724140,Attention,1,2022,8,1,12,264717480,01/08/2022,NewJeans,6,2,822,baixo,5724140,105,A#,Minor,81,70,65,24,0,8,4
7166872,Hype Boy,1,2022,8,1,17,363472647,01/08/2022,NewJeans,6,3,924,baixo,7166872,100,E,Minor,59,78,94,27,0,29,23
7502400,cmo dormi,1,2022,8,4,35,331511413,04/08/2022,Rels B,1,3,1488,baixo,7502400,126,C#,Major,63,56,43,24,0,12,23
8803071,How Do I Say Goodbye,1,2022,8,5,15,284785823,05/08/2022,Dean Lewis,1,2,2293,baixo,8803071,82,G#,Major,40,39,64,21,0,7,7
6270180,Bad Decisions with BTS  Snoop Dogg,3,2022,8,5,0,219196651,05/08/2022,Snoop Dogg BTS Benny Blanco,1,2,1542,baixo,6270180,120,,Major,77,94,87,2,0,23,12
6604479,Si Te La Encuentras Por Ah,1,2022,8,5,4,179061440,05/08/2022,Feid,8,2,1420,baixo,6604479,172,G#,Minor,74,46,58,15,0,13,8
6485441,STAYING ALIVE feat Drake  Lil Baby,3,2022,8,5,0,170732845,05/08/2022,Drake DJ Khaled Lil Baby,1,2,2208,baixo,6485441,130,E,Minor,72,18,46,7,0,28,8
5405010,Miss You,2,2022,8,5,10,497225336,05/08/2022,Robin Schulz Oliver Tree,1,3,6035,baixo,5405010,145,F#,Minor,59,20,74,1,0,15,5
6640464,Limbo,1,2022,8,11,0,199386237,11/08/2022,Freddie Dredd,1,2,719,baixo,6640464,75,B,Minor,80,46,62,3,6,11,46
6643902,Super Freaky Girl,1,2022,8,12,0,428685680,12/08/2022,Nicki Minaj,2,3,5007,baixo,6643902,133,D,Major,95,91,89,6,0,31,24
7158907,Siempre Pendientes,2,2022,8,15,5,295152154,15/08/2022,Peso Pluma Luis R Conriquez,1,3,704,baixo,7158907,136,,Major,77,71,75,33,1,13,4
4389214,Komang,1,2022,8,16,4,137123880,16/08/2022,Raim Laode,1,1,164,baixo,4389214,134,G,Major,70,35,41,41,0,10,3
6026926,BABY OTAKU,4,2022,8,18,0,159240673,18/08/2022,Fran C Polima WestCoast Nickoog Clk Pablito Pesadilla,1,2,863,baixo,6026926,102,A,Major,84,43,75,5,0,6,8
7783887,Feliz Cumpleaos Fe,1,2022,8,19,38,601863821,19/08/2022,Feid,8,3,3527,baixo,7783887,95,F,Major,87,57,55,10,0,29,7
2122853,Pink Venom,1,2022,8,19,16,551305895,19/08/2022,BLACKPINK,3,3,2097,baixo,2122853,90,,Major,80,71,69,2,0,27,10
2357691,After LIKE,1,2022,8,22,12,265548837,22/08/2022,IVE,4,2,798,baixo,2357691,125,,Major,68,80,92,10,0,9,12
2468227,GAT,2,2022,8,25,13,322336177,25/08/2022,Maldy Karol G,1,3,3424,baixo,2468227,93,B,Minor,63,34,86,26,0,21,39
5165382,Im Good Blue,2,2022,8,26,80,1109433169,26/08/2022,Bebe Rexha David Guetta,1,4,13310,alto,5165382,128,G,Minor,56,38,97,4,0,35,4
4363557,Talk that Talk,1,2022,8,26,0,189476119,26/08/2022,TWICE,2,2,644,baixo,4363557,120,D#,Minor,77,78,91,14,0,33,12
5086845,Talk,1,2022,9,2,0,148461629,02/09/2022,YEAT,2,2,938,baixo,5086845,140,E,Minor,70,26,76,8,0,54,23
3875589,Vista Al Mar,1,2022,9,8,34,362361576,08/09/2022,Quevedo,4,3,1806,baixo,3875589,105,,Minor,76,49,56,80,12,10,13
6055373,Evoque Prata,3,2022,9,9,0,174006928,09/09/2022,DJ Escobar MC MENOR SG MC MENOR HR,1,2,916,baixo,6055373,87,G,Major,87,52,52,31,0,28,24
8693885,Forget Me,1,2022,9,9,4,239411309,09/09/2022,Lewis Capaldi,3,2,2697,baixo,8693885,102,C#,Minor,67,72,74,30,0,36,4
7512111,Lady Mi Amor,1,2022,9,13,0,53987404,13/09/2022,Feid,8,1,335,baixo,7512111,93,D,Major,78,75,62,6,0,15,6
3827200,XQ Te Pones As,2,2022,9,13,0,47093942,13/09/2022,Yandel Feid,2,1,320,baixo,3827200,92,A#,Major,81,48,70,13,0,15,7
5283123,Prohibidox,1,2022,9,13,12,185392587,13/09/2022,Feid,8,2,1523,baixo,5283123,180,C#,Minor,65,52,80,5,0,6,25
7662363,Shut up My Moms Calling  Sped Up,1,2022,9,14,7,181831132,14/09/2022,Hotel Ugly,2,2,721,baixo,7662363,85,F,Minor,65,36,47,31,0,12,10
5095829,Typa Girl,1,2022,9,16,10,235549288,16/09/2022,BLACKPINK,3,2,467,baixo,5095829,132,G,Major,92,53,62,7,0,63,10
4794318,Eu Gosto Assim  Ao Vivo,2,2022,9,16,4,222612678,16/09/2022,Gustavo Mioto Mari Fernandez,1,2,1566,baixo,4794318,154,,Major,64,61,91,15,0,72,4
5904115,Shut Down,1,2022,9,16,17,482175240,16/09/2022,BLACKPINK,3,3,1639,baixo,5904115,110,,Major,82,67,69,0,0,18,4
8941056,Entre Nosotros Remix con Nicki Nicole,4,2022,1,5,3,236940480,05/01/2022,Lit Killah Maria Becerra Tiago pzk NICKI NICOLE,1,2,803,baixo,8941056,170,F,Minor,70,61,44,40,0,37,4
5380546,Fingers Crossed,3,2022,1,5,0,349585590,05/01/2022,Lauren Spencer Smith Lauren Spencer Smith Lauren Spencer Smith,1,3,2370,baixo,5380546,109,F,Major,60,45,47,62,0,31,5
6386843,Best Friends,1,2022,1,7,0,101114984,07/01/2022,The Weeknd,21,1,1309,baixo,6386843,87,E,Minor,49,49,59,44,0,35,21
2717112,Starry Eyes,1,2022,1,7,0,74601456,07/01/2022,The Weeknd,21,1,1026,baixo,2717112,86,A,Minor,28,13,41,50,0,19,3
8715137,Miserable Man,1,2022,1,7,0,124407432,07/01/2022,David Kushner,2,1,833,baixo,8715137,110,A#,Major,63,31,35,93,0,29,3
1582892,pushin P feat Young Thug,3,2022,1,7,0,311395144,07/01/2022,Young Thug Future Gunna,1,3,3614,baixo,1582892,78,C#,Minor,77,49,42,1,1,13,19
7726159,Sacrifice,1,2022,1,7,0,326792833,07/01/2022,The Weeknd,21,3,4654,baixo,7726159,122,G,Major,70,91,79,3,0,7,10
2038144,Dont Break My,1,2022,1,7,0,63803529,07/01/2022,The Weeknd,21,1,1191,baixo,2038144,122,A#,Major,77,25,62,34,0,23,3
6457168,25k jacket feat Lil Baby,2,2022,1,7,0,54937991,07/01/2022,Gunna Lil Baby,1,1,640,baixo,6457168,115,F,Minor,90,74,54,16,0,13,28
7432867,I Heard Youre Married feat Lil Wayne,2,2022,1,7,0,91656026,07/01/2022,The Weeknd Lil Wayne,1,1,1196,baixo,7432867,110,D,Major,75,85,84,10,0,31,19
1297061,Every Angel is Terrifying,1,2022,1,7,0,37307967,07/01/2022,The Weeknd,21,1,717,baixo,1297061,118,,Major,44,52,94,11,0,4,29
6145430,Here We Go Again feat Tyler the Cr,3,2022,1,7,0,88103848,07/01/2022,The Weeknd Tyler The Creator,1,1,1434,baixo,6145430,135,C#,Major,41,27,64,36,0,60,3
4464368,thought i was playing,2,2022,1,7,0,60680939,07/01/2022,21 Savage Gunna,1,1,815,baixo,4464368,148,C#,Major,68,29,73,0,0,7,7
7175350,Dawn FM,1,2022,1,7,0,53933526,07/01/2022,The Weeknd,21,1,818,baixo,7175350,78,A,Minor,27,10,49,62,0,49,5
4491971,Is There Someone Else,1,2022,1,7,6,391251368,07/01/2022,The Weeknd,21,3,2928,baixo,4491971,135,A,Minor,70,60,58,4,0,16,3
3355993,A Tale By Quincy,1,2022,1,7,0,41924466,07/01/2022,The Weeknd,21,1,735,baixo,3355993,94,F,Minor,46,55,50,71,0,10,11
5426643,Less Than Zero,1,2022,1,7,0,200660871,07/01/2022,The Weeknd,21,2,2879,baixo,5426643,143,,Major,53,50,79,0,0,8,3
7332091,Phantom Regret by Jim,1,2022,1,7,0,31959571,07/01/2022,The Weeknd,21,1,772,baixo,7332091,108,A,Minor,46,23,48,75,30,14,4
6131592,Gasoline,1,2022,1,7,0,116903579,07/01/2022,The Weeknd,21,1,2322,baixo,6131592,123,F#,Minor,74,35,73,0,0,21,5
4501584,How Do I Make You Love Me,1,2022,1,7,0,119238316,07/01/2022,The Weeknd,21,1,1937,baixo,4501584,121,G,Minor,80,62,51,2,0,9,8
7853001,Out of Time,1,2022,1,7,0,339659802,07/01/2022,The Weeknd,21,3,3822,baixo,7853001,93,,Minor,65,82,74,27,0,32,5
5810373,L,1,2022,1,9,0,108809090,09/01/2022,Stromae,1,1,2470,baixo,5810373,88,D,Minor,56,58,55,35,0,23,11
7654973,Bamba feat Aitch  BIA,3,2022,9,22,7,146223492,22/09/2022,Luciano Aitch B,1,2,895,baixo,7654973,138,A#,Major,80,82,81,14,0,13,36
5526636,PUNTO 40,2,2022,9,22,12,304079786,22/09/2022,Baby Rasta Rauw Alejandro,1,3,3126,baixo,5526636,107,,Major,87,20,83,0,4,31,9
2302386,Unholy feat Kim Petras,2,2022,9,22,42,1230675890,22/09/2022,Sam Smith Kim Petras,1,4,9123,alto,2302386,131,D,Major,71,24,47,1,0,27,9
6204936,STAR WALKIN League of Legends Worlds Anthem,1,2022,9,22,0,332506354,22/09/2022,Lil Nas X,3,3,2937,baixo,6204936,142,D,Minor,64,31,72,15,0,9,5
4064553,Polaroid Love,1,2022,1,10,0,211372494,10/01/2022,ENHYPEN,3,2,488,baixo,4064553,138,G,Minor,74,65,67,46,0,36,4
7822780,BlessedCursed,1,2022,1,10,0,77337771,10/01/2022,ENHYPEN,3,1,258,baixo,7822780,127,E,Minor,60,40,89,9,0,60,6
5922471,The Rumbling TV Size,1,2022,1,10,0,71014967,10/01/2022,SiM,1,1,277,baixo,5922471,145,G#,Major,41,65,88,0,0,26,5
3569943,Mal Feito  Ao Vivo,2,2022,1,14,2,291709698,14/01/2022,Marlia Mendona Hugo  G,1,3,1099,baixo,3569943,124,,Minor,73,68,83,55,0,90,7
7870658,Cay La Noche feat Cruz Cafun Abhir Hathi Bejo EL IMA,7,2022,1,14,1,245400167,14/01/2022,Quevedo La Pantera Juseph Cruz Cafun Bjo Abhir Hathi,1,2,1065,baixo,7870658,174,F,Minor,67,74,75,44,0,7,30
5418507,212,2,2022,1,15,0,143139338,15/01/2022,Mainstreet Chefin,1,2,401,baixo,5418507,154,D,Minor,79,86,52,66,0,9,7
8164697,Tubaro Te,4,2022,9,28,0,116144341,28/09/2022,Dj LK da Esccia Tchakabum mc jhenny M,1,1,1068,baixo,8164697,130,E,Minor,89,48,74,30,0,7,36
1221828,WORTH NOTHING,2,2022,9,28,0,213438580,28/09/2022,Twisted Oliver Tree,1,2,1680,baixo,1221828,140,D,Minor,58,17,62,18,0,20,8
3533833,Celestial,1,2022,9,29,0,176474912,29/09/2022,Ed Sheeran,9,2,1805,baixo,3533833,123,D,Major,57,50,85,5,0,16,4
5031236,Besos Moja2,2,2022,9,29,13,309483971,29/09/2022,Wisin  Yandel ROSAL,1,3,2569,baixo,5031236,94,F,Minor,74,64,73,6,0,10,6
4004325,Obsessed,2,2022,9,29,6,71007139,29/09/2022,Abhijay Sharma Riar Saab,1,1,173,baixo,4004325,135,F,Minor,80,85,74,62,0,8,9
7741272,Rumble,3,2022,1,17,0,78489819,17/01/2022,Skrillex Flowdan Fred again,1,1,2915,baixo,7741272,140,C#,Minor,81,6,84,5,23,6,6
7120733,Light Switch,1,2022,1,19,0,500340342,19/01/2022,Charlie Puth,2,3,4253,baixo,7120733,184,F#,Major,69,91,63,11,0,9,31
3284752,BILLIE EILISH,1,2022,1,20,0,277132266,20/01/2022,Armani White,1,2,2653,baixo,3284752,100,C#,Major,90,75,50,11,0,9,26
3469822,Gatita,1,2022,10,3,0,168684524,03/10/2022,Bellakath,1,2,1078,baixo,3469822,101,G,Major,90,76,81,15,24,33,6
3170547,Una Noche en Medell,1,2022,1,21,32,682475162,21/01/2022,Cris Mj,1,4,5514,alto,3170547,96,A#,Minor,87,82,53,10,0,5,8
5673293,Murder In My Mind,1,2022,1,21,20,448843705,21/01/2022,Kordhell,1,3,2529,baixo,5673293,120,A#,Major,71,57,97,1,0,13,11
1899106,Hey Mor,2,2022,10,6,38,674072710,06/10/2022,Ozuna Feid,1,4,4789,alto,1899106,98,C#,Minor,90,40,59,0,0,10,29
6321372,THE LONELIEST,1,2022,10,7,5,225093344,07/10/2022,Mne,4,2,1991,baixo,6321372,130,D,Major,52,24,60,0,0,8,3
6429519,Where Did You Go,2,2022,1,26,0,300983101,26/01/2022,MNEK Jax Jones,1,3,4785,baixo,6429519,127,A#,Major,77,53,78,19,0,29,4
3923724,Numb Little Bug,1,2022,1,28,0,258714692,28/01/2022,Em Beihold,1,2,2115,baixo,3923724,85,G#,Minor,74,61,52,30,0,26,9
3814674,Malvada,1,2022,1,28,0,154119539,28/01/2022,Z Fe,1,2,693,baixo,3814674,135,F,Minor,89,89,86,16,0,8,5
4942277,Maan Meri Jaan,1,2022,10,12,6,319566866,12/10/2022,King,1,3,300,baixo,4942277,96,F#,Minor,70,40,51,35,0,10,4
2009624,KICK BACK,1,2022,10,12,4,210038833,12/10/2022,Kenshi Yonezu,1,2,638,baixo,2009624,102,C#,Major,58,29,94,0,0,9,11
3608552,Escapism,2,2022,10,12,25,532336353,12/10/2022,RAYE 070 Shake,2,3,5359,baixo,3608552,96,D,Major,54,25,74,14,0,9,11
2661792,Vampiro,3,2022,1,30,4,187772591,30/01/2022,Matu Wiu ,1,2,605,baixo,2661792,115,G#,Minor,78,63,64,1,0,7,4
8143341,Bye Bye,2,2022,10,14,0,84697729,14/10/2022,Marshmello Juice WRLD,1,1,791,baixo,8143341,83,D#,Minor,65,24,53,6,0,51,4
3476652,California Breeze,1,2022,10,14,0,85559365,14/10/2022,Lil Baby,2,1,1040,baixo,3476652,162,F,Minor,74,22,67,0,0,11,46
8569518,DANA,2,2022,2,1,2,208166039,01/02/2022,Mc Pedrinho Pedro Sampaio,1,2,1055,baixo,8569518,135,A,Minor,78,55,57,4,0,10,8
6554322,Brividi,2,2022,2,2,0,135079152,02/02/2022,Mahmood Blanco,1,1,1240,baixo,6554322,123,G,Major,52,44,60,40,0,26,3
7691321,Nxde,1,2022,10,17,6,170709584,17/10/2022,GIDLE,2,2,453,baixo,7691321,136,E,Minor,73,65,91,4,0,48,18
4492232,ANTIFRAGILE,1,2022,10,17,12,301051721,17/10/2022,LE SSERAFIM,2,3,795,baixo,4492232,105,A#,Minor,88,82,80,8,0,11,8
3910891,Just Wanna Rock,1,2022,10,17,13,457184829,17/10/2022,Lil Uzi Vert,1,3,4114,baixo,3910891,150,B,Major,49,4,55,7,0,6,3
7165052,Gospel with Eminem,2,2022,2,4,0,64787943,04/02/2022,Eminem Dr Dre,2,1,1077,baixo,7165052,117,C#,Major,92,62,86,11,0,24,24
1338081,Do We Have A Problem,2,2022,2,4,0,81350745,04/02/2022,Nicki Minaj Lil Baby,2,1,1132,baixo,1338081,120,C#,Minor,84,54,51,47,0,12,40
4703367,Im Tired  From Euphoria An Original HBO Series,1,2022,2,4,0,121913181,04/02/2022,Labrinth,7,1,1972,baixo,4703367,71,,Minor,28,26,20,19,0,30,3
1159428,shes all i wanna be,1,2022,2,4,0,343197054,04/02/2022,Tate McRae,2,3,2867,baixo,1159428,160,D,Minor,61,65,64,1,0,12,4
1910640,Monoton,2,2022,10,19,15,380726517,19/10/2022,Ozuna Shakira,1,3,3913,baixo,1910640,132,,Minor,87,82,70,42,0,21,5
1392259,Ojos Marrones,1,2022,2,6,11,263280370,06/02/2022,Lasso,1,2,836,baixo,1392259,120,G#,Minor,81,72,65,4,0,14,4
6829928,Pasoori,2,2022,2,6,6,284249832,06/02/2022,Shae Gill Ali Sethi,1,2,362,baixo,6829928,92,B,Minor,71,67,60,7,0,6,4
6773043,En La De Ella,3,2022,10,20,0,133895612,20/10/2022,Feid Sech Jhayco,1,1,1366,baixo,6773043,97,C#,Major,82,67,77,8,0,12,5
6044216,Qu Ago,2,2022,10,20,15,236857112,20/10/2022,Yuridia Angela Aguilar,1,2,697,baixo,6044216,98,B,Major,73,88,57,56,0,5,2
2987008,Lavender Haze,1,2022,10,21,8,488386797,21/10/2022,Taylor Swift,34,3,3852,baixo,2987008,97,A#,Major,73,10,44,26,0,16,8
3146245,Youre On Your Own Kid,1,2022,10,21,2,348647203,21/10/2022,Taylor Swift,34,3,2565,baixo,3146245,120,D,Major,69,40,39,41,0,13,6
7370086,Karma,1,2022,10,21,23,404562836,21/10/2022,Taylor Swift,34,3,3887,baixo,7370086,90,G#,Major,64,10,62,7,0,48,7
1218742,Bejeweled,1,2022,10,21,0,328207708,21/10/2022,Taylor Swift,34,3,2760,baixo,1218742,164,G,Major,70,39,56,6,0,9,7
8346039,AntiHero,1,2022,10,21,56,999748277,21/10/2022,Taylor Swift,34,4,9489,alto,8346039,97,E,Major,64,51,63,12,0,19,5
8471839,Wouldve Couldve Shouldve,1,2022,10,21,0,177503916,21/10/2022,Taylor Swift,34,2,1727,baixo,8471839,158,G,Major,48,55,84,43,0,15,12
6590514,Mastermind,1,2022,10,21,0,218320587,21/10/2022,Taylor Swift,34,2,1956,baixo,6590514,126,E,Major,66,12,35,55,0,9,14
6372213,Labyrinth,1,2022,10,21,0,187339835,21/10/2022,Taylor Swift,34,2,1618,baixo,6372213,110,,Major,48,15,31,80,22,12,4
4257818,Made You Look,1,2022,10,21,6,502574952,21/10/2022,Meghan Trainor,1,3,4225,baixo,4257818,145,A#,Major,84,88,53,35,0,8,7
1587452,The Great War,1,2022,10,21,0,181382590,21/10/2022,Taylor Swift,34,2,1286,baixo,1587452,96,F,Major,57,55,74,22,0,8,4
7270435,Vigilante Shit,1,2022,10,21,0,253650850,21/10/2022,Taylor Swift,34,2,1976,baixo,7270435,80,E,Minor,80,16,28,17,0,12,39
5899602,Question,1,2022,10,21,0,223064273,21/10/2022,Taylor Swift,34,2,1630,baixo,5899602,109,G,Major,75,11,50,20,0,30,17
2341529,Bigger Than The Whole Sky,1,2022,10,21,0,121871870,21/10/2022,Taylor Swift,34,1,1192,baixo,2341529,166,F#,Major,42,7,24,83,1,12,6
3694791,Midnight Rain,1,2022,10,21,4,433356509,21/10/2022,Taylor Swift,34,3,2652,baixo,3694791,140,,Major,64,18,37,72,0,12,7
5282587,Snow On The Beach feat Lana Del Rey,2,2022,10,21,0,323437194,21/10/2022,Taylor Swift Lana Del Rey,1,3,2478,baixo,5282587,110,A,Major,66,19,32,69,0,12,4
1386595,Sweet Nothing,1,2022,10,21,0,186104310,21/10/2022,Taylor Swift,34,2,1769,baixo,1386595,177,,Major,34,39,16,97,0,12,5
2284105,Maroon,1,2022,10,21,0,317726339,21/10/2022,Taylor Swift,34,3,2330,baixo,2284105,108,G,Major,64,4,40,6,0,10,6
6363032,Calm Down,1,2022,2,9,10,445763624,09/02/2022,R,1,3,4870,baixo,6363032,107,B,Major,81,82,78,38,0,12,4
2838411,MAMIII,2,2022,2,10,28,716591492,10/02/2022,Karol G Becky G,1,4,7135,alto,2838411,94,E,Minor,84,90,70,9,0,14,8
1461831,Stay Alive Prod SUGA of BTS,1,2022,2,11,5,246376690,11/02/2022,Jung Kook,2,2,614,baixo,1461831,130,D,Minor,51,50,76,30,0,10,7
1130135,The Joker And The Queen feat Taylor Swift,2,2022,2,11,0,146789379,11/02/2022,Ed Sheeran Taylor Swift,1,2,1510,baixo,1130135,134,,Major,53,31,31,92,0,28,3
1906058,Boyfriend,1,2022,2,11,0,496311364,11/02/2022,Dove Cameron,1,3,3944,baixo,1906058,180,G,Minor,35,23,61,23,0,19,6
6213355,Bussin,2,2022,2,11,0,64714573,11/02/2022,Nicki Minaj Lil Baby,2,1,886,baixo,6213355,140,B,Major,89,75,70,6,0,13,5
3434265,Worst Day,1,2022,2,11,0,50746620,11/02/2022,Future,2,1,954,baixo,3434265,89,C#,Major,65,60,60,11,0,10,40
1336403,City of Gods,3,2022,2,11,0,107255472,11/02/2022,Kanye West Alicia Keys Fivio Foreign,1,1,2160,baixo,1336403,147,G#,Minor,47,50,80,10,0,32,38
6333549,Malas Decisiones,1,2022,10,26,2,156214700,26/10/2022,Kenia OS,1,2,586,baixo,6333549,110,G#,Minor,81,64,79,5,0,31,3
3833877,ULTRA SOLO,2,2022,2,14,0,307752576,14/02/2022,Polima WestCoast Pailita,1,3,1449,baixo,3833877,110,C#,Major,80,26,85,23,0,11,21
